foro,juiz,area,valor_causa,ano,prescricao,impugnacao_pericia,nulidade_prova,acordo_proposto,ilegitimidade,decadencia,vitoria
MG,J03,trabalhista,18159.762802508314,2020,0,0,0,0,1,1,1
SP,J03,agrário,18234.14065342475,2022,1,1,0,1,1,0,0
RJ,J03,cível,35931.73735420083,2021,1,1,1,0,0,1,0
SP,J02,trabalhista,13391.958675964945,2021,1,1,1,0,0,1,0
RJ,J01,cível,5090.35389702424,2024,0,1,1,0,0,1,0
MG,J03,agrário,16355.762906089889,2020,1,1,0,1,0,0,1
RS,J01,cível,9045.681395846606,2020,1,0,1,0,1,1,0
MG,J03,trabalhista,14490.115633908797,2020,1,0,1,0,0,0,0
MG,J03,trabalhista,6656.674265991101,2020,1,0,1,1,0,0,0
SP,J03,trabalhista,17303.92363488839,2021,1,0,1,1,0,1,1
RS,J02,agrário,67265.16537930266,2024,1,1,0,0,0,1,1
SP,J03,trabalhista,19618.758007408567,2022,1,0,1,0,1,1,1
SP,J01,agrário,8976.606894736595,2024,0,0,0,1,0,0,1
MG,J02,trabalhista,28060.512948845597,2024,0,1,0,1,0,1,0
MG,J02,agrário,6671.782139543255,2023,1,0,1,1,0,0,0
RJ,J01,agrário,20735.25699734101,2023,0,1,1,0,1,1,0
RS,J01,consumidor,124467.0382200593,2022,0,0,0,0,1,0,1
SP,J01,trabalhista,11997.747883740874,2021,0,1,0,1,0,1,0
SP,J03,trabalhista,7809.304394292057,2021,0,1,0,1,0,0,0
RJ,J03,agrário,18746.595401557905,2024,0,1,1,1,0,1,0
RJ,J01,consumidor,6427.520640906337,2021,1,0,1,1,0,0,0
RJ,J01,trabalhista,18729.26265361288,2023,0,1,0,0,1,0,1
RS,J01,trabalhista,27517.236247396464,2020,1,0,0,0,1,1,1
RS,J01,consumidor,12952.379710364015,2020,1,0,0,1,1,0,0
MG,J02,consumidor,184434.70670120808,2021,0,1,1,1,1,1,0
SP,J02,consumidor,63100.65993901256,2023,0,1,0,0,1,0,0
RJ,J02,consumidor,20298.475566681536,2022,1,0,1,0,0,0,0
RJ,J01,agrário,6608.036315995008,2024,0,0,0,1,0,0,0
RS,J03,agrário,10880.072695759389,2020,0,1,1,0,0,1,0
RJ,J01,trabalhista,1366.0310142383585,2024,0,1,0,1,0,1,0
MG,J01,trabalhista,15009.670207471416,2023,1,0,0,0,1,0,0
SP,J02,consumidor,62003.57968195764,2020,1,0,0,0,0,0,0
SP,J03,cível,23210.13310561548,2023,1,0,0,0,1,0,1
RJ,J03,agrário,182853.9264637665,2024,0,0,0,0,0,1,0
RJ,J01,cível,43606.21571702865,2023,0,1,0,0,1,0,0
MG,J03,trabalhista,30593.754609987765,2022,0,0,1,1,1,0,0
SP,J02,consumidor,53817.50207553097,2024,1,1,1,1,0,0,0
SP,J03,trabalhista,10684.29776012524,2021,0,1,0,1,0,1,0
RJ,J03,cível,17033.091235227905,2020,1,0,1,1,1,1,0
SP,J01,cível,70114.6137337879,2020,1,1,1,1,0,1,0
RS,J03,agrário,30909.750232078557,2023,1,1,1,1,0,0,1
RS,J01,cível,4837.77148580215,2020,1,1,0,0,0,1,1
RJ,J01,agrário,14325.79008889744,2020,1,1,0,0,1,1,1
RS,J03,consumidor,8048.95950872297,2022,0,1,1,0,1,0,0
MG,J02,trabalhista,12997.45611361575,2024,0,0,1,0,1,1,0
MG,J02,consumidor,71612.70516134369,2021,0,0,1,0,1,1,0
RJ,J01,trabalhista,10001.453795646177,2020,0,1,1,0,0,1,0
MG,J01,consumidor,48794.79755067668,2022,0,0,1,1,0,0,0
MG,J02,trabalhista,46244.643186069225,2022,1,0,1,0,1,1,0
MG,J01,consumidor,12636.543530986646,2021,0,1,0,1,0,1,0
RS,J01,consumidor,2805.6233752829485,2021,1,0,1,0,0,0,0
MG,J01,cível,16677.300920479516,2024,0,0,0,0,1,1,0
RJ,J03,trabalhista,7385.743538737236,2023,0,1,0,1,0,1,0
RJ,J01,trabalhista,32657.629724850485,2020,0,1,1,1,1,0,1
MG,J01,agrário,6430.95457721508,2021,0,0,0,0,1,1,0
SP,J02,consumidor,43560.59627912142,2023,1,0,1,1,0,1,0
MG,J02,cível,42804.27313461407,2024,0,1,1,0,0,0,0
RS,J02,trabalhista,20489.84563102717,2022,0,0,1,0,0,0,0
RS,J02,agrário,245846.87838164272,2021,1,0,1,1,0,0,0
RS,J01,consumidor,52562.84134423755,2021,0,1,0,0,0,0,1
MG,J03,cível,13278.039228282447,2023,0,0,0,0,0,0,0
RS,J02,trabalhista,48528.85691748599,2024,0,1,0,1,1,0,1
SP,J03,trabalhista,15145.690408987912,2020,0,0,1,0,0,0,0
RJ,J02,cível,51713.34114462424,2021,1,1,0,1,0,1,1
RS,J02,trabalhista,16681.11615825986,2023,1,1,1,0,0,0,1
MG,J02,consumidor,77154.8904601633,2021,1,0,1,0,1,1,0
RJ,J03,consumidor,7174.563005757871,2022,0,1,0,0,1,0,0
MG,J03,trabalhista,4322.248442438863,2024,0,1,0,1,0,1,0
MG,J01,agrário,1295.9302672517229,2024,1,1,1,0,1,1,0
SP,J03,cível,8844.977609265434,2022,1,1,1,0,1,0,1
MG,J02,agrário,5872.045192444831,2020,1,0,0,0,1,0,0
RJ,J03,cível,7415.245920601619,2021,0,0,0,0,1,1,1
SP,J01,consumidor,14014.192784329485,2022,1,1,0,1,1,0,0
SP,J03,trabalhista,38401.30552844373,2022,1,1,1,0,1,1,0
RJ,J03,trabalhista,20688.528289189955,2024,1,0,0,1,0,1,1
SP,J02,trabalhista,14588.810152516822,2024,0,0,1,1,0,0,0
SP,J03,trabalhista,17894.142823751947,2024,1,1,1,0,0,1,1
MG,J03,agrário,16113.167235065695,2022,0,0,0,1,0,0,0
RJ,J02,trabalhista,37926.33050181069,2024,1,1,1,1,0,0,0
RJ,J02,cível,50057.91413070081,2022,0,0,0,1,0,1,0
SP,J03,agrário,228754.19770427237,2023,1,0,0,0,0,1,0
RJ,J02,consumidor,32227.231832342582,2022,1,1,0,1,0,0,1
MG,J01,cível,179355.62503731274,2020,0,0,1,0,0,0,0
RJ,J01,trabalhista,11878.723003510477,2020,1,0,1,0,1,0,1
RJ,J03,cível,17954.994979522588,2023,0,0,1,0,1,0,0
SP,J01,cível,33321.043127060446,2022,1,1,1,0,0,1,0
MG,J03,consumidor,27403.725357247706,2021,1,0,0,0,0,0,0
SP,J01,consumidor,4044.849295992158,2023,0,1,1,1,1,1,0
RS,J02,trabalhista,52113.19873193651,2023,0,1,1,0,1,0,1
MG,J01,trabalhista,7697.313697695204,2024,1,1,0,0,0,1,1
SP,J01,cível,7657.85267763342,2023,1,1,1,1,0,1,0
MG,J02,trabalhista,150206.4277618883,2020,1,1,0,1,1,1,0
SP,J03,cível,1759.886876826836,2024,1,0,0,0,1,1,1
MG,J03,consumidor,3178.101423565194,2022,1,1,1,0,0,0,0
SP,J03,agrário,21749.246197831857,2020,0,1,1,0,0,0,0
SP,J01,agrário,2139.838914033998,2022,0,1,0,1,1,0,1
SP,J02,cível,42253.14221981425,2021,1,0,1,1,1,1,1
RJ,J02,trabalhista,49361.61543159359,2020,0,0,0,1,0,0,0
RS,J01,cível,292041.36260987195,2022,1,0,1,1,1,0,1
MG,J02,consumidor,13244.495978118915,2022,1,0,0,1,0,1,0
RJ,J02,trabalhista,24269.39913435214,2020,1,0,0,0,0,0,0
RJ,J02,agrário,15740.61222788654,2021,1,0,1,0,1,0,0
SP,J02,agrário,46042.262121541644,2022,1,1,0,0,0,0,0
RJ,J02,consumidor,18380.08798921855,2021,1,0,1,0,0,0,0
RS,J02,trabalhista,75349.49452746216,2021,1,1,1,1,1,0,0
RS,J03,cível,133441.52162932447,2023,1,0,1,0,0,0,1
RJ,J01,trabalhista,4867.496728297565,2020,1,0,0,1,1,0,0
RJ,J02,cível,33861.31867283358,2021,1,1,0,1,0,0,0
SP,J01,trabalhista,47490.72400746984,2020,0,1,0,0,1,0,0
RS,J01,consumidor,10693.627117685019,2021,1,0,1,0,1,1,0
RJ,J03,trabalhista,43802.22638061985,2021,1,1,0,0,0,1,1
RJ,J03,consumidor,109298.54341902325,2020,0,1,0,1,1,0,1
RS,J02,cível,79780.52279071281,2023,1,1,1,1,1,0,0
RS,J03,agrário,38631.962718233895,2020,0,0,1,1,0,1,0
SP,J03,cível,52691.84012355085,2020,1,0,1,0,1,1,0
SP,J02,consumidor,12120.919213839372,2022,0,0,1,1,1,0,0
RS,J02,consumidor,12753.009171240945,2020,1,1,0,1,1,0,1
SP,J02,cível,61326.47457399942,2024,0,1,0,1,0,1,0
RJ,J02,consumidor,34327.64179960847,2020,0,1,1,0,1,0,0
RJ,J02,trabalhista,65703.2219890765,2021,0,0,0,1,1,1,1
RJ,J02,agrário,16079.110484722596,2023,1,1,1,1,0,1,0
RS,J01,trabalhista,113353.42626339581,2024,1,0,1,0,0,0,0
RJ,J02,trabalhista,15193.836202233644,2021,0,0,0,1,1,1,0
MG,J02,trabalhista,13799.17583530464,2024,0,0,1,0,1,0,0
SP,J02,agrário,304691.0644248803,2020,1,1,0,0,0,1,1
RJ,J01,trabalhista,8615.808355225467,2020,1,1,0,1,1,1,1
RJ,J01,agrário,8316.232690468878,2020,1,0,1,1,0,0,0
RS,J02,cível,4976.17516439638,2022,0,1,0,1,0,0,1
RJ,J03,consumidor,11683.570834938513,2021,0,1,0,0,0,0,0
RJ,J02,consumidor,39615.92758437866,2024,1,0,1,0,0,1,0
RJ,J01,trabalhista,22645.985488413535,2023,1,1,0,0,0,1,1
RS,J03,trabalhista,26913.850657234983,2020,0,0,1,1,1,1,1
SP,J01,agrário,8203.531063790286,2022,1,1,0,1,0,1,0
SP,J01,agrário,32718.699623384247,2023,0,0,0,1,1,0,0
SP,J03,agrário,12864.461657073934,2022,1,1,1,1,0,0,0
RS,J02,trabalhista,8276.117340220775,2023,1,0,0,0,1,1,1
RJ,J01,trabalhista,18589.488737394866,2021,0,1,0,0,1,1,1
SP,J03,cível,11762.59116323905,2024,0,0,1,0,1,1,0
RJ,J01,cível,119505.60212989179,2023,1,0,0,0,0,1,1
RJ,J01,trabalhista,21054.173180258695,2023,0,1,1,1,1,0,0
RJ,J02,trabalhista,6764.175825550313,2022,1,1,0,0,1,1,0
RS,J03,agrário,73114.4673349152,2021,1,0,0,0,0,1,0
RS,J02,cível,30500.64585881853,2023,1,1,1,0,1,1,0
RJ,J03,trabalhista,23526.77890136105,2024,0,1,1,0,1,1,0
MG,J03,cível,7402.589257825425,2023,1,1,1,0,1,1,0
SP,J01,consumidor,50806.84110073768,2023,0,1,0,1,0,1,1
SP,J02,cível,3807.0690509313163,2024,1,1,0,0,0,1,0
RJ,J03,consumidor,6112.7755604275535,2023,0,1,0,1,0,1,0
RJ,J02,cível,58837.15175103697,2022,1,0,0,0,1,1,0
MG,J03,trabalhista,27177.880122785118,2022,0,1,1,0,1,1,1
RS,J02,consumidor,70585.09996058607,2021,0,0,1,0,0,0,0
MG,J02,consumidor,16763.453447042386,2021,1,0,1,0,0,1,1
RJ,J01,consumidor,32004.417566712116,2024,0,1,1,0,1,0,0
RJ,J01,consumidor,97282.62601612469,2021,1,1,1,0,1,0,1
RS,J01,trabalhista,28995.167987615587,2021,1,0,1,1,1,0,0
RS,J02,cível,6134.576468335118,2024,1,0,0,0,0,1,1
RS,J03,consumidor,67681.16457026632,2022,0,1,0,0,1,1,0
MG,J01,trabalhista,124932.26347605868,2023,0,0,1,0,1,1,0
RJ,J02,cível,24994.385548576924,2021,0,0,0,1,0,0,1
RJ,J03,consumidor,24969.7554220326,2022,1,0,0,1,0,0,0
MG,J01,consumidor,5603.52770221056,2021,0,1,1,0,1,1,1
RS,J03,trabalhista,60265.01643997686,2022,0,0,1,1,0,0,1
RJ,J02,trabalhista,6446.154321683172,2024,0,1,1,0,1,0,1
RS,J01,consumidor,3750.4667000075856,2020,1,1,1,0,0,1,0
MG,J03,consumidor,30284.57537439833,2023,0,0,0,0,0,0,0
RJ,J02,cível,41001.029703994966,2023,1,1,0,0,0,0,0
SP,J02,trabalhista,7748.6304117095015,2020,0,1,1,0,1,1,1
MG,J01,agrário,23634.784537834115,2021,0,0,0,1,0,1,0
SP,J03,cível,5770.73779997261,2020,0,1,0,0,0,0,1
RS,J02,agrário,65891.29857449811,2022,1,0,1,0,0,0,0
RJ,J01,consumidor,9126.38352368899,2023,0,0,1,0,1,1,0
MG,J02,trabalhista,100590.7313071334,2023,1,0,1,0,1,0,0
RJ,J01,agrário,4133.726205847776,2024,1,0,1,0,1,1,0
MG,J01,consumidor,17361.364544609925,2022,1,0,1,0,0,0,1
RJ,J03,trabalhista,21419.32576791498,2022,0,1,1,1,1,0,0
RS,J03,consumidor,16739.6507379657,2023,1,0,0,1,0,0,1
SP,J03,cível,51858.121236476894,2020,1,0,0,0,0,0,0
MG,J02,consumidor,6439.898528715417,2022,1,1,0,0,0,0,0
SP,J02,cível,25292.684543931024,2023,1,1,0,1,0,0,0
RS,J03,agrário,24833.28302936324,2023,0,0,1,0,0,0,1
MG,J01,cível,24020.849649266653,2020,0,0,1,1,1,1,0
RS,J03,trabalhista,20859.64924398835,2024,1,0,0,0,1,1,1
SP,J03,trabalhista,13911.31414428433,2024,1,0,0,0,1,1,0
MG,J03,consumidor,26453.61468399373,2023,1,1,0,1,0,0,1
SP,J02,agrário,32803.29300318148,2024,1,1,0,0,1,0,1
MG,J03,trabalhista,15036.756825729046,2022,0,0,1,0,1,0,0
RJ,J01,agrário,37182.338876837566,2021,1,0,0,1,0,1,0
RJ,J02,consumidor,3054.0749958808537,2023,1,1,0,0,1,1,0
RS,J02,agrário,286384.8336259247,2024,1,1,1,1,0,1,1
MG,J02,consumidor,25052.032031338782,2020,1,1,1,0,1,1,1
SP,J02,consumidor,10866.590386536123,2022,0,0,0,0,0,0,0
RJ,J01,trabalhista,51680.14831093343,2022,1,0,0,0,1,0,0
SP,J03,cível,9696.533699138003,2022,1,0,1,1,1,1,1
MG,J01,agrário,44105.52183291366,2020,0,1,0,1,0,1,1
MG,J03,cível,69367.06481546091,2021,1,1,0,1,0,0,0
SP,J01,agrário,51000.145648700716,2021,0,0,0,0,0,1,1
SP,J03,agrário,11188.555829535575,2022,0,1,0,1,1,0,1
RJ,J01,agrário,61613.50728297052,2021,1,1,1,1,0,0,1
RJ,J02,cível,89535.09424929433,2022,0,1,0,1,0,1,0
MG,J01,trabalhista,32123.12043103958,2023,1,0,1,1,0,1,1
MG,J02,agrário,6291.564736746059,2021,1,0,1,0,0,1,1
RS,J03,cível,23448.666437872424,2022,0,1,1,1,0,0,0
MG,J03,agrário,7983.8813459835,2021,1,1,0,0,1,1,1
MG,J03,trabalhista,16298.94630260666,2021,1,0,0,0,1,0,0
RJ,J02,agrário,6488.662876956478,2020,1,0,1,1,0,0,0
RS,J02,agrário,13858.382472520372,2023,0,1,1,1,0,1,0
RJ,J01,trabalhista,4556.327835143468,2020,0,0,0,1,1,1,0
MG,J03,trabalhista,2968.88452635775,2022,0,1,1,0,1,1,0
SP,J01,cível,56138.95518314871,2024,0,1,0,0,1,1,0
SP,J02,cível,4821.280002852583,2020,0,1,0,0,0,0,0
RS,J01,consumidor,45695.49309293689,2020,1,0,0,1,1,1,1
RS,J02,trabalhista,31150.66561749672,2021,0,1,0,1,0,1,1
RS,J01,consumidor,71898.83118522636,2021,0,1,0,1,0,1,0
RJ,J02,consumidor,19822.560903546313,2024,0,0,1,1,1,0,0
RJ,J02,trabalhista,98445.24992286957,2022,0,0,1,1,0,0,0
MG,J03,cível,59284.666684196825,2022,0,0,0,1,0,1,0
RS,J03,cível,27545.539519399066,2024,1,1,1,1,0,0,0
SP,J03,cível,20482.10947912841,2021,1,0,0,1,0,1,0
SP,J02,trabalhista,53267.64538404891,2023,1,1,0,0,0,1,0
MG,J03,trabalhista,44775.16940160581,2023,0,0,1,0,1,0,0
RS,J02,cível,3978.4616252541073,2022,1,0,0,0,1,0,0
RJ,J02,cível,31481.85437477149,2021,0,1,1,0,0,1,0
MG,J03,agrário,30124.504565384515,2024,0,1,1,0,1,0,0
SP,J01,consumidor,8581.528602034052,2023,0,1,1,0,1,0,0
SP,J03,consumidor,52798.860588699376,2023,1,0,1,1,1,1,1
RJ,J02,consumidor,35196.77557913388,2023,1,0,0,0,0,0,0
RJ,J02,trabalhista,176753.9874416648,2021,1,0,1,0,0,0,1
RJ,J01,agrário,7812.081154437944,2023,0,0,0,0,0,1,1
RJ,J01,consumidor,19981.164722714086,2020,1,1,1,0,1,0,1
MG,J03,consumidor,14439.451211677566,2024,0,1,1,1,1,1,0
RS,J01,consumidor,36175.23327244426,2023,1,0,1,0,0,0,0
RJ,J02,trabalhista,75412.52084983778,2021,1,0,0,1,0,1,0
SP,J01,trabalhista,8014.560023177426,2022,0,1,0,1,0,0,1
SP,J03,agrário,8102.106862243183,2024,1,1,0,1,0,1,1
RJ,J02,agrário,22089.018968836557,2021,0,1,0,1,1,0,1
MG,J02,trabalhista,34574.03891914501,2024,0,0,0,0,0,1,0
RJ,J02,consumidor,23427.434619183594,2024,1,0,0,1,0,1,1
MG,J01,trabalhista,40254.45335342755,2021,0,0,0,0,0,1,0
MG,J01,cível,12243.084609734104,2020,1,0,1,0,1,0,0
SP,J02,consumidor,4390.394419836573,2023,1,0,0,1,1,1,0
RJ,J03,trabalhista,8048.985615444616,2022,0,1,0,0,1,1,1
SP,J02,agrário,32772.06419819858,2024,0,1,1,0,0,1,0
RS,J03,trabalhista,11398.362768853622,2023,0,1,1,0,1,0,0
MG,J01,trabalhista,12321.35785229626,2021,0,1,1,0,0,1,0
SP,J01,agrário,27381.19974180213,2022,1,1,1,1,0,1,0
RJ,J02,agrário,33108.47702989222,2024,0,0,1,1,0,0,0
RS,J02,cível,122628.73911439894,2022,1,1,0,1,0,1,1
RS,J02,consumidor,50399.20904715451,2021,0,0,1,0,1,1,0
SP,J03,agrário,15017.41116861161,2022,0,0,0,0,0,0,0
MG,J02,trabalhista,43963.27211809318,2023,0,1,1,0,1,0,0
SP,J01,cível,2780.5937480681987,2021,0,0,0,1,1,0,0
MG,J01,consumidor,168819.54812961278,2024,0,1,0,0,1,0,1
MG,J02,consumidor,24869.277616476735,2023,1,0,0,0,1,1,1
SP,J01,agrário,18039.52719223797,2023,1,1,1,1,0,0,1
MG,J03,consumidor,8629.422564729955,2020,0,1,1,0,0,0,1
SP,J03,trabalhista,34993.32293301201,2023,0,1,0,0,1,1,0
SP,J02,trabalhista,35869.2424131443,2022,0,1,1,0,1,0,0
MG,J02,trabalhista,29624.215391122303,2023,0,0,1,1,1,0,1
SP,J03,agrário,18035.939746328895,2020,1,1,0,1,0,0,1
RJ,J02,cível,113250.3424612172,2023,1,0,1,1,0,1,1
MG,J03,agrário,7630.140141423335,2023,0,1,0,1,1,0,1
RJ,J02,cível,57540.30143403139,2023,1,0,1,0,0,0,0
RS,J02,consumidor,40071.73578942139,2020,1,1,1,1,0,0,1
MG,J02,trabalhista,10996.295544310615,2022,0,0,0,0,1,1,0
RJ,J01,agrário,13795.425803256878,2023,0,0,1,1,1,1,1
MG,J02,consumidor,20001.808703857783,2022,0,0,1,0,1,1,1
MG,J02,cível,37922.72033737746,2022,1,0,0,1,0,0,0
RS,J02,cível,57542.19872040472,2022,0,0,0,1,0,0,0
RS,J02,agrário,51985.33023843607,2022,0,0,0,1,1,0,0
RJ,J03,cível,17690.196255220264,2023,1,0,0,0,1,1,1
RS,J03,cível,132772.9032166585,2023,0,0,1,1,1,1,0
RJ,J03,consumidor,63889.3733723073,2021,1,1,1,0,0,1,1
SP,J01,consumidor,20812.58158502849,2020,0,0,0,1,0,1,0
MG,J01,cível,18685.976822480363,2020,0,0,0,1,0,1,0
SP,J03,agrário,79671.02155221449,2022,1,1,1,1,1,1,1
MG,J01,cível,19851.195245975996,2023,0,0,0,0,1,0,0
RS,J02,trabalhista,13787.649506608535,2020,1,1,1,1,0,1,1
RJ,J03,consumidor,46508.58035480238,2024,1,1,0,1,0,0,1
MG,J03,consumidor,83128.5578436157,2022,1,0,1,0,0,1,0
RJ,J03,agrário,68944.57412932084,2024,0,1,0,0,1,0,0
MG,J01,trabalhista,19434.112728470154,2024,1,0,1,0,1,1,0
RS,J01,cível,29249.55518811752,2020,0,1,1,1,0,1,0
RS,J02,consumidor,56329.69276381307,2024,1,0,0,1,1,0,1
SP,J02,agrário,23304.438610899044,2021,0,1,0,0,0,1,0
RJ,J03,cível,58104.44518755876,2024,0,1,0,0,1,0,1
SP,J02,cível,11495.694702412038,2024,1,1,0,1,1,0,1
RS,J01,cível,26241.91245331285,2021,1,0,1,1,1,0,0
MG,J02,consumidor,14196.565523479194,2023,0,0,0,1,1,1,0
SP,J01,agrário,62001.48343940276,2022,1,1,0,0,0,1,1
RS,J01,cível,91735.67735166688,2021,1,0,1,1,0,0,0
MG,J03,cível,36688.44384723892,2024,1,0,1,0,0,1,0
RJ,J01,agrário,210221.0678968577,2020,1,1,0,0,0,0,0
RS,J01,agrário,45491.27877025149,2023,1,0,0,1,1,1,1
SP,J01,trabalhista,118289.18541767742,2021,1,1,0,1,0,0,1
RS,J03,cível,12491.570641673674,2022,0,0,1,0,1,0,0
MG,J03,trabalhista,21859.390919288635,2023,1,1,0,1,0,1,1
MG,J01,trabalhista,11265.32534270335,2021,1,0,0,0,0,1,0
SP,J03,agrário,18570.27215973215,2023,1,0,0,0,1,1,0
RS,J01,agrário,32183.621593144613,2022,1,0,1,1,0,1,1
SP,J03,consumidor,39185.94100464175,2020,1,1,1,0,1,1,1
RJ,J03,trabalhista,39970.37235230971,2023,1,1,1,1,0,1,0
SP,J03,consumidor,19563.71869551362,2021,1,0,1,0,1,0,0
RS,J01,agrário,10921.582856383156,2022,1,1,1,1,1,0,1
SP,J01,cível,5068.61847823514,2021,1,0,1,0,1,1,0
MG,J02,cível,41856.09369065289,2020,0,1,0,0,1,0,0
SP,J01,cível,12993.583045908308,2022,0,0,0,0,0,1,0
RS,J01,cível,40843.853590512466,2024,0,1,1,1,0,1,0
MG,J02,agrário,81223.0381162311,2020,0,0,0,1,1,0,0
MG,J03,agrário,8655.94556966355,2023,0,0,0,0,0,0,0
SP,J01,consumidor,19340.293494769543,2021,1,1,1,1,1,0,0
SP,J02,trabalhista,134031.7208435114,2024,0,0,1,1,0,1,0
MG,J02,trabalhista,147201.43790647265,2021,1,1,1,0,1,0,0
SP,J02,cível,10516.98170010397,2022,0,0,1,0,0,1,0
SP,J01,cível,53386.80316206093,2023,1,1,0,0,1,1,1
RJ,J02,consumidor,7375.377557219227,2024,0,0,0,1,1,0,0
RJ,J02,cível,80904.82151282206,2021,1,1,1,1,1,1,1
RS,J02,agrário,14079.507131128099,2020,0,1,1,0,1,1,0
MG,J01,cível,43416.013097455674,2020,1,1,1,0,0,1,0
SP,J03,trabalhista,32535.31178872406,2024,0,1,0,0,1,0,0
SP,J02,trabalhista,25732.75329921542,2020,1,1,1,0,0,1,1
MG,J02,agrário,49051.36721576103,2023,1,1,0,0,1,0,1
MG,J02,cível,37793.2907600031,2024,0,1,1,1,0,0,0
SP,J01,consumidor,15197.921168161798,2021,1,0,1,0,0,0,0
RS,J03,cível,18768.077682557803,2020,0,1,1,0,0,1,0
MG,J03,consumidor,81034.97575223923,2020,1,0,0,1,1,0,0
RS,J03,agrário,1581.2748691164322,2024,0,0,0,1,1,1,1
MG,J02,agrário,25685.879618402312,2023,0,1,1,1,0,1,0
RS,J02,consumidor,34164.043199480555,2024,1,1,1,0,0,0,1
RJ,J02,agrário,27275.329019096174,2022,0,1,0,1,0,1,0
SP,J03,agrário,11430.132454740322,2024,0,0,0,1,0,1,0
RJ,J01,agrário,140201.34337973944,2024,0,1,1,0,1,0,1
SP,J03,consumidor,16578.995994792484,2024,0,0,1,1,1,1,0
MG,J01,trabalhista,62156.72974026227,2024,0,0,1,0,1,0,0
RS,J03,cível,26847.563921693752,2022,0,0,1,1,1,1,1
MG,J03,cível,45129.897358943985,2023,1,0,0,0,1,0,1
SP,J03,trabalhista,18076.14529322156,2022,0,1,1,0,1,0,1
SP,J03,trabalhista,70731.25122912896,2024,1,1,1,1,1,1,1
MG,J01,consumidor,11146.513086211487,2021,1,1,0,1,1,1,0
RJ,J03,consumidor,53020.29075845359,2022,0,0,0,1,1,1,0
RS,J01,agrário,42383.85847785071,2022,1,1,0,1,0,0,0
SP,J02,trabalhista,31550.70398656798,2023,0,0,0,0,1,0,0
SP,J03,cível,13882.58979379843,2020,1,1,1,0,0,0,0
MG,J02,agrário,14646.665177426965,2021,1,0,1,1,0,0,0
SP,J01,consumidor,1661.7942657674294,2023,1,0,0,1,0,0,1
RJ,J03,consumidor,31746.412198842405,2020,0,0,0,0,1,1,0
MG,J03,cível,54130.001954371335,2023,1,1,1,1,1,0,0
RJ,J02,cível,18489.114995340016,2023,1,0,0,0,1,0,0
RS,J02,trabalhista,41942.076688485824,2024,1,1,0,1,0,1,1
RJ,J02,consumidor,5850.336124078715,2022,1,1,0,0,0,1,1
RS,J02,cível,16651.78020012404,2021,0,1,0,0,1,1,0
SP,J02,consumidor,13793.998006578642,2022,1,0,0,1,1,0,0
SP,J02,consumidor,3610.6410136218396,2021,0,0,0,1,1,1,0
RS,J03,consumidor,21330.748191148137,2024,0,1,1,1,0,1,0
SP,J02,trabalhista,8707.399616788814,2021,1,1,0,1,1,1,0
SP,J02,consumidor,6024.117678943624,2021,1,1,1,0,1,0,1
SP,J02,cível,88432.24592882874,2020,1,1,0,1,0,1,0
MG,J02,trabalhista,1647.6050668590992,2021,0,0,1,0,1,0,1
RS,J03,cível,14470.086144817911,2021,0,0,0,1,0,1,1
RS,J02,consumidor,19613.31876425145,2022,0,0,0,0,1,1,0
MG,J01,trabalhista,72283.75899399142,2022,0,0,1,0,1,0,1
MG,J01,agrário,25843.414881247416,2024,1,0,0,1,1,0,0
SP,J01,consumidor,25546.84341060788,2022,0,1,1,0,0,1,1
MG,J03,agrário,38586.28182941445,2022,1,1,1,0,0,0,0
RS,J03,cível,11954.72908703624,2024,1,1,1,1,0,1,1
RS,J01,agrário,10377.684124328114,2024,1,0,1,0,0,0,0
RS,J02,cível,31122.80599410544,2020,0,1,1,1,0,1,0
MG,J01,cível,11237.073884906264,2021,0,1,0,0,1,0,0
RS,J01,trabalhista,24755.735383980456,2024,1,1,0,0,1,1,1
RJ,J01,agrário,13971.25049618143,2020,0,1,1,1,1,0,1
RS,J01,trabalhista,6511.43503684754,2020,1,1,1,0,1,1,1
MG,J02,agrário,40713.78485315171,2022,0,1,1,1,1,1,0
SP,J03,consumidor,371054.5415283113,2022,0,1,1,1,0,0,1
RJ,J02,cível,8680.163022128432,2023,1,0,1,1,1,0,1
RJ,J03,trabalhista,61336.12112011824,2024,0,1,0,0,1,1,0
RJ,J01,trabalhista,23476.95533767431,2020,0,0,0,1,1,1,1
MG,J02,trabalhista,15467.729318624608,2023,1,0,0,1,0,1,0
MG,J03,agrário,19712.2553703764,2023,0,0,0,0,1,1,1
RS,J02,agrário,108900.42082008172,2020,0,0,0,1,0,0,0
RS,J03,agrário,88273.96977234972,2023,1,1,0,0,0,1,0
MG,J02,consumidor,24741.019373147712,2022,0,0,1,0,1,1,0
RJ,J02,consumidor,14634.554746492513,2020,0,1,0,1,0,1,0
MG,J02,agrário,8043.785284890211,2021,1,1,1,0,0,0,0
MG,J03,agrário,6027.1614935838315,2020,0,1,0,1,0,1,0
MG,J01,consumidor,14371.597864873327,2024,0,0,0,1,1,0,1
SP,J02,cível,38356.50748713865,2021,0,1,1,0,1,0,0
RS,J01,consumidor,18048.990036054183,2022,1,0,0,1,1,1,0
MG,J01,cível,40539.049955814335,2023,1,1,1,0,0,1,1
RS,J03,trabalhista,77571.28125489676,2024,1,1,0,1,0,1,1
