area,area_juridica,tipo_processo,foro,valor_causa,complexidade,duracao_esperada,descricao,probabilidade_sucesso,prescricao,nulidade_prova,ilegitimidade,impugnacao_pericia,acordo_proposto,decadencia,incompetencia,conexao
trabalhista,Direito Trabalhista,Trabalhista,RJ,35767,Alta,12,Ação de rescisão indireta por assédio moral,0.85,1,1,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,RS,4039828,Baixa,11,Desapropriação para fins de reforma agrária,0.7,1,0,1,1,0,0,0,0
empresarial,Direito Empresarial,Empresarial,BA,11658411,Média,14,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
previdenciario,Direito Previdenciário,Previdenciário,DF,182897,Baixa,14,Processo jurídico na área de previdenciario,0.87,1,0,0,1,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MS,31204,Alta,11,Reclamação trabalhista com pedido de horas extras,0.8,0,1,0,0,1,0,0,0
civil,Direito Civil,Civil,MT,385542,Baixa,10,Ação de despejo por falta de pagamento,0.7,0,1,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,PR,2731688,Média,15,Ação de usucapião de imóvel rural,0.7,1,0,1,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,GO,16897,Média,8,Ação de rescisão indireta por assédio moral,0.85,1,1,0,0,1,0,0,0
penal,Direito Penal,Penal,PE,0,Alta,23,Processo por lesão corporal dolosa,0.55,0,0,1,0,0,0,1,0
civil,Direito Civil,Civil,PE,231615,Baixa,11,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,SC,3895299,Média,24,Ação anulatória de auto de infração,0.75,1,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,61625,Média,8,Equiparação salarial entre empregados,0.75,1,0,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,ES,14645,Alta,18,Vício em produto com pedido de substituição,0.9,0,1,1,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SC,49891,Baixa,5,Equiparação salarial entre empregados,0.8,1,0,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,MG,36287,Média,10,Negativação indevida do nome do consumidor,0.8,0,0,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,GO,3464804,Alta,19,Conflito de terras entre posseiros,0.7,1,0,1,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,DF,75631,Média,8,Equiparação salarial entre empregados,0.75,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,MT,153832,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,0,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,DF,3775566,Alta,29,Repetição de indébito tributário,0.7,1,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MG,47953,Baixa,7,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
penal,Direito Penal,Penal,ES,0,Alta,22,Ação penal por crime ambiental,0.5,0,1,0,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,SC,125195,Média,16,Processo jurídico na área de previdenciario,0.77,1,0,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,SC,660983,Alta,31,Ação anulatória de auto de infração,0.7,0,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,ES,11205,Média,10,Propaganda enganosa com pedido de indenização,0.85,0,1,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,RS,8546,Baixa,8,Negativação indevida do nome do consumidor,0.9,0,1,1,0,1,0,0,0
penal,Direito Penal,Penal,RJ,0,Alta,25,Investigação de crime tributário,0.6,0,1,1,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,PR,12472,Média,10,Vício em produto com pedido de substituição,0.9,0,1,1,0,1,0,0,0
civil,Direito Civil,Civil,BA,260762,Baixa,8,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,0,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,83496,Baixa,5,Ação de rescisão indireta por assédio moral,0.8,1,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MG,84284,Alta,16,Cobrança de verbas rescisórias não pagas,0.8,1,1,0,0,0,0,0,0
civil,Direito Civil,Civil,BA,240086,Alta,18,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,DF,885345,Alta,18,Regularização fundiária de propriedade rural,0.7,1,0,1,1,0,0,0,0
penal,Direito Penal,Penal,MG,0,Alta,21,Investigação de crime tributário,0.55,0,1,0,0,0,0,1,0
trabalhista,Direito Trabalhista,Trabalhista,PR,32284,Média,8,Ação de rescisão indireta por assédio moral,0.85,1,1,0,0,1,0,0,0
penal,Direito Penal,Penal,CE,0,Alta,22,Ação penal por crime ambiental,0.55,0,1,0,0,0,0,1,0
civil,Direito Civil,Civil,DF,335975,Média,12,Rescisão contratual com pedido de restituição de valores,0.75,1,0,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,SP,8055724,Média,24,Ação anulatória de auto de infração,0.7,0,1,1,0,0,0,0,0
civil,Direito Civil,Civil,MT,147127,Baixa,8,Rescisão contratual com pedido de restituição de valores,0.7,1,0,0,0,0,0,0,0
penal,Direito Penal,Penal,CE,0,Alta,21,Investigação de crime tributário,0.55,0,1,0,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,BA,14311,Alta,13,Vício em produto com pedido de substituição,0.9,0,1,1,0,1,0,0,0
civil,Direito Civil,Civil,SC,298273,Média,12,Cobrança de dívida com pedido de penhora de bens,0.8,1,1,1,0,0,0,0,0
penal,Direito Penal,Penal,PE,0,Alta,24,Ação penal por crime ambiental,0.6,0,1,1,0,0,0,1,0
empresarial,Direito Empresarial,Empresarial,SP,843089,Alta,19,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
agrario,Direito Agrário,Agrário,BA,242609,Alta,22,Conflito de terras entre posseiros,0.6,0,0,0,1,0,0,0,0
tributario,Direito Tributário,Tributário,DF,3991465,Alta,32,Ação anulatória de auto de infração,0.7,1,1,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,PE,3083641,Média,15,Regularização fundiária de propriedade rural,0.7,1,0,1,1,0,0,0,0
consumidor,Direito do Consumidor,Civil,RS,31850,Baixa,7,Vício em produto com pedido de substituição,0.9,0,1,1,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SP,55451,Baixa,4,Ação de rescisão indireta por assédio moral,0.8,1,1,0,0,0,0,0,0
civil,Direito Civil,Civil,RS,441288,Média,12,Ação de despejo por falta de pagamento,0.7,0,0,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,GO,7443,Média,10,Vício em produto com pedido de substituição,0.8,0,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,DF,7157993,Alta,27,Execução fiscal de débito previdenciário,0.7,0,1,1,0,0,0,0,0
penal,Direito Penal,Penal,SP,0,Baixa,14,Processo por lesão corporal dolosa,0.6,0,1,1,0,0,0,1,0
previdenciario,Direito Previdenciário,Previdenciário,SC,138718,Média,16,Processo jurídico na área de previdenciario,0.82,0,0,0,1,1,0,0,0
consumidor,Direito do Consumidor,Civil,CE,22812,Baixa,9,Cobrança indevida de tarifa bancária com pedido de repetição,0.9,0,1,1,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,SC,17526,Baixa,6,Propaganda enganosa com pedido de indenização,0.8,0,1,0,0,0,0,0,0
civil,Direito Civil,Civil,CE,159498,Baixa,10,Cobrança de dívida com pedido de penhora de bens,0.75,0,1,1,0,0,0,0,0
penal,Direito Penal,Penal,PR,0,Alta,23,Investigação de crime tributário,0.6,0,1,1,0,0,0,1,0
tributario,Direito Tributário,Tributário,GO,2723338,Alta,30,Mandado de segurança contra cobrança de ICMS,0.75,1,1,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,MG,2873461,Alta,20,Desapropriação para fins de reforma agrária,0.6,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,42052,Alta,14,Cobrança de verbas rescisórias não pagas,0.8,1,0,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,ES,1766540,Baixa,14,Regularização fundiária de propriedade rural,0.6,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,PE,97339,Média,12,Rescisão contratual com pedido de restituição de valores,0.75,0,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RS,96561,Média,8,Cobrança de verbas rescisórias não pagas,0.8,1,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MS,76179,Média,8,Ação de rescisão indireta por assédio moral,0.75,0,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,ES,97368,Alta,16,Ação de rescisão indireta por assédio moral,0.75,1,0,0,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,PE,328668,Alta,26,Processo jurídico na área de administrativo,0.62,0,1,0,0,0,0,1,0
previdenciario,Direito Previdenciário,Previdenciário,MS,62132,Alta,24,Processo jurídico na área de previdenciario,0.87,1,0,0,1,1,0,0,0
agrario,Direito Agrário,Agrário,CE,2727161,Alta,22,Conflito de terras entre posseiros,0.65,1,0,0,1,0,0,0,0
administrativo,Direito Administrativo,Administrativo,MG,862041,Média,20,Processo jurídico na área de administrativo,0.62,0,0,1,0,0,0,1,0
civil,Direito Civil,Civil,DF,134965,Baixa,8,Cobrança de dívida com pedido de penhora de bens,0.7,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,42018,Alta,12,Cobrança de verbas rescisórias não pagas,0.75,0,1,0,0,0,0,0,0
penal,Direito Penal,Penal,MS,0,Média,18,Ação penal por crime contra o patrimônio,0.55,0,1,0,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,RJ,1694,Baixa,8,Cobrança indevida de tarifa bancária com pedido de repetição,0.9,0,1,1,0,1,0,0,0
penal,Direito Penal,Penal,GO,0,Alta,25,Processo por lesão corporal dolosa,0.5,0,0,0,0,0,0,1,0
tributario,Direito Tributário,Tributário,SP,1338269,Baixa,22,Ação anulatória de auto de infração,0.65,0,1,0,0,0,0,0,0
civil,Direito Civil,Civil,SC,66459,Baixa,8,Ação de despejo por falta de pagamento,0.75,1,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,CE,83582,Alta,11,Cobrança de verbas rescisórias não pagas,0.8,1,1,0,0,0,0,0,0
civil,Direito Civil,Civil,MT,259553,Média,12,Ação de despejo por falta de pagamento,0.7,0,0,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,DF,404939,Média,20,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
trabalhista,Direito Trabalhista,Trabalhista,SC,36632,Alta,11,Ação de rescisão indireta por assédio moral,0.75,0,0,0,0,1,0,0,0
penal,Direito Penal,Penal,BA,0,Baixa,14,Ação penal por crime ambiental,0.5,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,RJ,50809,Alta,16,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,1,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,PE,3053948,Alta,21,Regularização fundiária de propriedade rural,0.65,1,0,0,1,0,0,0,0
civil,Direito Civil,Civil,PR,386749,Média,12,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
militar,Direito Militar,Militar,MG,0,Alta,20,Processo jurídico na área de militar,0.6,0,0,1,0,0,0,1,0
civil,Direito Civil,Civil,MT,282280,Média,12,Ação de despejo por falta de pagamento,0.7,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,SP,7970,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.7,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,98549,Média,8,Equiparação salarial entre empregados,0.75,0,1,0,0,0,0,0,0
civil,Direito Civil,Civil,RJ,66441,Média,12,Ação de despejo por falta de pagamento,0.7,0,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,CE,65787,Média,8,Equiparação salarial entre empregados,0.8,1,0,0,0,1,0,0,0
civil,Direito Civil,Civil,GO,276679,Baixa,11,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,CE,77245,Média,8,Cobrança de verbas rescisórias não pagas,0.8,0,1,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,RJ,31627,Média,10,Cobrança indevida de tarifa bancária com pedido de repetição,0.9,0,1,1,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PR,50989,Alta,14,Cobrança de verbas rescisórias não pagas,0.75,0,1,0,0,0,0,0,0
penal,Direito Penal,Penal,SC,0,Média,18,Processo por lesão corporal dolosa,0.55,0,0,1,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,ES,23836,Média,10,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
agrario,Direito Agrário,Agrário,SP,4534194,Alta,18,Ação de usucapião de imóvel rural,0.7,1,0,1,1,0,0,0,0
penal,Direito Penal,Penal,MT,0,Alta,23,Ação penal por crime ambiental,0.5,0,0,1,0,0,0,0,0
penal,Direito Penal,Penal,MT,0,Alta,22,Ação penal por crime ambiental,0.55,0,0,1,0,0,0,1,0
civil,Direito Civil,Civil,MS,225730,Média,12,Cobrança de dívida com pedido de penhora de bens,0.8,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,SP,39607,Baixa,7,Cobrança indevida de tarifa bancária com pedido de repetição,0.9,0,1,1,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,RJ,31427,Baixa,8,Vício em produto com pedido de substituição,0.8,0,1,0,0,0,0,0,0
civil,Direito Civil,Civil,DF,53844,Média,12,Rescisão contratual com pedido de restituição de valores,0.7,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RS,70294,Média,8,Ação de rescisão indireta por assédio moral,0.75,0,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,SP,8467442,Média,24,Execução fiscal de débito previdenciário,0.75,1,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MS,34909,Baixa,7,Ação de rescisão indireta por assédio moral,0.75,0,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MS,95801,Baixa,7,Reclamação trabalhista com pedido de horas extras,0.8,1,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,GO,8858286,Baixa,21,Execução fiscal de débito previdenciário,0.65,1,0,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,SC,47561,Média,10,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,ES,30950,Baixa,6,Negativação indevida do nome do consumidor,0.9,0,1,1,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,GO,24326,Baixa,8,Cobrança indevida de tarifa bancária com pedido de repetição,0.9,0,1,1,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MG,26191,Baixa,5,Ação de rescisão indireta por assédio moral,0.75,1,0,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,RJ,5999218,Alta,27,Execução fiscal de débito previdenciário,0.7,1,1,0,0,0,0,0,0
civil,Direito Civil,Civil,MS,450570,Baixa,8,Ação de despejo por falta de pagamento,0.7,0,1,0,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,RS,34128712,Média,14,Processo jurídico na área de empresarial,0.78,0,0,0,0,1,0,0,1
penal,Direito Penal,Penal,MT,0,Média,18,Ação penal por crime ambiental,0.55,0,1,0,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,RJ,5916,Média,10,Cobrança indevida de tarifa bancária com pedido de repetição,0.85,0,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SP,53370,Baixa,4,Ação de rescisão indireta por assédio moral,0.8,0,1,0,0,1,0,0,0
penal,Direito Penal,Penal,CE,0,Alta,26,Ação penal por crime contra o patrimônio,0.5,0,0,0,0,0,0,1,0
agrario,Direito Agrário,Agrário,CE,662297,Baixa,11,Regularização fundiária de propriedade rural,0.6,0,0,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,DF,9137336,Média,24,Repetição de indébito tributário,0.7,1,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,RJ,1733261,Baixa,23,Repetição de indébito tributário,0.7,1,1,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,SP,2588447,Alta,23,Regularização fundiária de propriedade rural,0.65,1,0,0,1,0,0,0,0
civil,Direito Civil,Civil,RJ,318732,Baixa,9,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,0,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,RJ,39778,Baixa,6,Vício em produto com pedido de substituição,0.9,0,1,1,0,1,0,0,0
civil,Direito Civil,Civil,PE,250503,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,0,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,SP,1528258,Alta,21,Ação de usucapião de imóvel rural,0.6,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,DF,175527,Baixa,10,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.8,1,1,1,0,0,0,0,0
ambiental,Direito Ambiental,Ambiental,PR,13473087,Média,22,Processo jurídico na área de ambiental,0.68,0,0,0,1,0,0,1,0
civil,Direito Civil,Civil,PE,267591,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,0,1,0,0,0,0,0
civil,Direito Civil,Civil,RS,140095,Baixa,11,Rescisão contratual com pedido de restituição de valores,0.7,0,1,0,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,MG,170312,Média,16,Processo jurídico na área de previdenciario,0.77,0,0,0,1,0,0,0,0
civil,Direito Civil,Civil,ES,90800,Média,12,Rescisão contratual com pedido de restituição de valores,0.75,1,0,1,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,SP,163970,Média,16,Processo jurídico na área de previdenciario,0.82,0,0,0,1,1,0,0,0
agrario,Direito Agrário,Agrário,PR,2525468,Média,15,Regularização fundiária de propriedade rural,0.7,1,0,1,1,0,0,0,0
empresarial,Direito Empresarial,Empresarial,RS,35541309,Alta,18,Processo jurídico na área de empresarial,0.78,0,0,0,0,1,0,0,1
civil,Direito Civil,Civil,RS,454828,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.8,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,DF,210080,Baixa,11,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,1,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,RS,4632132,Baixa,11,Regularização fundiária de propriedade rural,0.6,1,0,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,SC,43361,Média,10,Negativação indevida do nome do consumidor,0.8,0,0,0,0,1,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,MG,51710,Alta,21,Processo jurídico na área de previdenciario,0.87,1,0,0,1,1,0,0,0
agrario,Direito Agrário,Agrário,CE,1992480,Alta,22,Ação de usucapião de imóvel rural,0.65,1,0,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,SC,8779900,Baixa,23,Execução fiscal de débito previdenciário,0.7,0,1,1,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,CE,16015817,Alta,21,Processo jurídico na área de empresarial,0.78,0,0,0,0,1,0,0,1
empresarial,Direito Empresarial,Empresarial,SP,23703981,Alta,21,Processo jurídico na área de empresarial,0.73,0,0,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,GO,4203941,Alta,18,Ação de usucapião de imóvel rural,0.7,1,0,1,1,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,GO,164227,Média,16,Processo jurídico na área de previdenciario,0.87,1,0,0,1,1,0,0,0
civil,Direito Civil,Civil,MG,380541,Média,12,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,RJ,236633,Média,12,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,CE,41390,Baixa,7,Propaganda enganosa com pedido de indenização,0.8,0,0,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,MS,612775,Média,20,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
penal,Direito Penal,Penal,PE,0,Alta,23,Processo por lesão corporal dolosa,0.55,0,1,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,SC,931639,Média,20,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
civil,Direito Civil,Civil,MS,139694,Média,12,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,MT,3311892,Baixa,12,Ação de usucapião de imóvel rural,0.6,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,MS,44811,Baixa,11,Rescisão contratual com pedido de restituição de valores,0.75,0,1,1,0,0,0,0,0
civil,Direito Civil,Civil,DF,376031,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.7,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,BA,196233,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.8,1,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MG,11747,Média,8,Equiparação salarial entre empregados,0.85,1,1,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,MS,43767,Média,10,Vício em produto com pedido de substituição,0.8,0,0,0,0,1,0,0,0
ambiental,Direito Ambiental,Ambiental,RJ,79557604,Baixa,20,Processo jurídico na área de ambiental,0.68,0,0,0,1,0,0,0,1
civil,Direito Civil,Civil,RJ,396190,Baixa,8,Cobrança de dívida com pedido de penhora de bens,0.75,0,1,1,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,RJ,31228449,Média,14,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
consumidor,Direito do Consumidor,Civil,MG,1950,Média,10,Cobrança indevida de tarifa bancária com pedido de repetição,0.9,0,1,1,0,1,0,0,0
civil,Direito Civil,Civil,RJ,39457,Baixa,9,Rescisão contratual com pedido de restituição de valores,0.75,1,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SC,90996,Média,8,Equiparação salarial entre empregados,0.85,1,1,0,0,1,0,0,0
civil,Direito Civil,Civil,SP,109472,Média,12,Cobrança de dívida com pedido de penhora de bens,0.7,1,0,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,MS,29121,Baixa,8,Propaganda enganosa com pedido de indenização,0.85,0,0,1,0,1,0,0,0
penal,Direito Penal,Penal,MS,0,Baixa,14,Investigação de crime tributário,0.55,0,0,1,0,0,0,1,0
penal,Direito Penal,Penal,BA,0,Alta,25,Ação penal por crime ambiental,0.6,0,1,1,0,0,0,1,0
trabalhista,Direito Trabalhista,Trabalhista,BA,26639,Baixa,6,Cobrança de verbas rescisórias não pagas,0.75,0,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,ES,69561,Alta,12,Reclamação trabalhista com pedido de horas extras,0.85,1,1,0,0,1,0,0,0
administrativo,Direito Administrativo,Administrativo,BA,302877,Média,20,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
tributario,Direito Tributário,Tributário,BA,2802052,Alta,29,Ação anulatória de auto de infração,0.65,0,1,0,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,MG,831415,Média,20,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
penal,Direito Penal,Penal,SP,0,Alta,21,Ação penal por crime ambiental,0.6,0,1,1,0,0,0,1,0
trabalhista,Direito Trabalhista,Trabalhista,MT,59030,Baixa,7,Cobrança de verbas rescisórias não pagas,0.75,0,0,0,0,1,0,0,0
civil,Direito Civil,Civil,MT,397464,Alta,17,Cobrança de dívida com pedido de penhora de bens,0.75,0,1,1,0,0,0,0,0
civil,Direito Civil,Civil,MG,403134,Baixa,10,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,SC,67891,Média,12,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
penal,Direito Penal,Penal,MS,0,Média,18,Processo por lesão corporal dolosa,0.55,0,1,0,0,0,0,1,0
civil,Direito Civil,Civil,SP,11274,Média,12,Cobrança de dívida com pedido de penhora de bens,0.8,1,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,GO,39359,Alta,13,Equiparação salarial entre empregados,0.8,1,0,0,0,1,0,0,0
civil,Direito Civil,Civil,CE,153276,Alta,19,Cobrança de dívida com pedido de penhora de bens,0.7,0,0,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,SP,924644,Baixa,21,Mandado de segurança contra cobrança de ICMS,0.7,1,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,ES,96732,Média,8,Cobrança de verbas rescisórias não pagas,0.8,0,1,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,RS,47396,Alta,16,Cobrança indevida de tarifa bancária com pedido de repetição,0.85,0,1,1,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,RS,66810,Média,16,Processo jurídico na área de previdenciario,0.82,1,0,0,0,1,0,0,0
administrativo,Direito Administrativo,Administrativo,PR,576125,Alta,28,Processo jurídico na área de administrativo,0.62,0,0,1,0,0,0,1,0
trabalhista,Direito Trabalhista,Trabalhista,GO,37761,Média,8,Equiparação salarial entre empregados,0.8,0,1,0,0,1,0,0,0
penal,Direito Penal,Penal,CE,0,Alta,26,Ação penal por crime ambiental,0.6,0,1,1,0,0,0,1,0
agrario,Direito Agrário,Agrário,MS,2892557,Média,15,Ação de usucapião de imóvel rural,0.7,1,0,1,1,0,0,0,0
empresarial,Direito Empresarial,Empresarial,RS,16223679,Alta,21,Processo jurídico na área de empresarial,0.73,0,0,0,0,0,0,0,1
penal,Direito Penal,Penal,RS,0,Alta,23,Ação penal por crime ambiental,0.55,0,1,1,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,BA,193744,Média,16,Processo jurídico na área de previdenciario,0.77,0,0,0,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SC,56086,Alta,16,Equiparação salarial entre empregados,0.8,1,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,DF,71898,Alta,11,Equiparação salarial entre empregados,0.85,1,1,0,0,1,0,0,0
penal,Direito Penal,Penal,PE,0,Alta,25,Processo por lesão corporal dolosa,0.55,0,1,0,0,0,0,1,0
agrario,Direito Agrário,Agrário,MS,107959,Média,15,Regularização fundiária de propriedade rural,0.6,0,0,1,0,0,0,0,0
penal,Direito Penal,Penal,SP,0,Alta,25,Ação penal por crime contra o patrimônio,0.5,0,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,DF,35572,Alta,16,Propaganda enganosa com pedido de indenização,0.8,0,0,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,RS,761083,Baixa,17,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
agrario,Direito Agrário,Agrário,DF,4729407,Alta,19,Ação de usucapião de imóvel rural,0.6,0,0,0,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RS,66256,Média,8,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,PE,30325,Média,10,Negativação indevida do nome do consumidor,0.8,0,1,0,0,0,0,0,0
penal,Direito Penal,Penal,DF,0,Média,18,Ação penal por crime contra o patrimônio,0.55,0,1,0,0,0,0,1,0
